Ensembl;Gene symbol;Name;Biotype;Chromosome;Seq region start;Seq region end
ENSG00000235436;DPY19L2P4;"DPY19L2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:22176]";Transcribed Unprocessed Pseudogene;7;90119400;90125600
ENSG00000225100;DPY19L2P5;"DPY19L2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51620]";Processed Pseudogene;10;79982910;79983240
ENSG00000178904;DPY19L3;"dpy-19 like 3 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:27120]";Protein Coding;19;32405543;32485895
ENSG00000156162;DPY19L4;"dpy-19 like 4 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:27829]";Protein Coding;8;94719703;94793836
ENSG00000162961;DPY30;"dpy-30, histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]";Protein Coding;2;31867809;32039812
ENSG00000188641;DPYD;"dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]";Protein Coding;1;97077743;97921049
ENSG00000232878;DPYD-AS1;"DPYD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40195]";Antisense;1;97095923;97322955
ENSG00000235777;DPYD-AS2;"DPYD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40196]";Antisense;1;97796921;97798066
ENSG00000232542;DPYD-IT1;"DPYD intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41326]";Sense Intronic;1;97394154;97420141
ENSG00000147647;DPYS;"dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013]";Protein Coding;8;104330324;104467053
ENSG00000092964;DPYSL2;"dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]";Protein Coding;8;26514022;26658178
ENSG00000113657;DPYSL3;"dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]";Protein Coding;5;147390811;147510056
ENSG00000151640;DPYSL4;"dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]";Protein Coding;10;132186900;132205776
ENSG00000157851;DPYSL5;"dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]";Protein Coding;2;26847747;26950351
ENSG00000144045;DQX1;"DEAQ-box RNA dependent ATPase 1 [Source:HGNC Symbol;Acc:HGNC:20410]";Protein Coding;2;74518131;74526336
ENSG00000245750;DRAIC;"downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]";Linc R N A;15;69463026;69571440
ENSG00000136048;DRAM1;"DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645]";Protein Coding;12;101877351;102012130
ENSG00000156171;DRAM2;"DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:HGNC:28769]";Protein Coding;1;111117333;111140216
ENSG00000175550;DRAP1;"DR1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:3019]";Protein Coding;11;65919257;65921561
ENSG00000162490;DRAXIN;"dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]";Protein Coding;1;11691729;11725857
ENSG00000225574;DRAXINP1;"dorsal inhibitory axon guidance protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44334]";Processed Pseudogene;X;8783514;8784461
ENSG00000157856;DRC1;"dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]";Protein Coding;2;26401916;26456711
ENSG00000171962;DRC3;"dynein regulatory complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25384]";Protein Coding;17;17972813;18016889
ENSG00000159625;DRC7;"dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]";Protein Coding;16;57694793;57731805
ENSG00000184845;DRD1;"dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020]";Protein Coding;5;175440039;175444208
ENSG00000149295;DRD2;"dopamine receptor D2 [Source:HGNC Symbol;Acc:HGNC:3023]";Protein Coding;11;113409615;113475691
ENSG00000151577;DRD3;"dopamine receptor D3 [Source:HGNC Symbol;Acc:HGNC:3024]";Protein Coding;3;114128652;114199407
ENSG00000069696;DRD4;"dopamine receptor D4 [Source:HGNC Symbol;Acc:HGNC:3025]";Protein Coding;11;637293;640706
ENSG00000169676;DRD5;"dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]";Protein Coding;4;9781680;9784009
ENSG00000184303;DRD5P1;"dopamine receptor D5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3027]";Processed Pseudogene;2;91684447;91685884
ENSG00000175658;DRD5P2;"dopamine receptor D5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3028]";Processed Pseudogene;1;144274892;144277993
ENSG00000185721;DRG1;"developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]";Protein Coding;22;31399523;31528740
ENSG00000108591;DRG2;"developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]";Protein Coding;17;18087886;18107971
ENSG00000165606;DRGX;"dorsal root ganglia homeobox [Source:HGNC Symbol;Acc:HGNC:21536]";Protein Coding;10;49364181;49396016
ENSG00000189269;DRICH1;"aspartate rich 1 [Source:HGNC Symbol;Acc:HGNC:28031]";Protein Coding;22;23608452;23632321
ENSG00000113360;DROSHA;"drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]";Protein Coding;5;31400497;31532196
ENSG00000102385;DRP2;"dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032]";Protein Coding;X;101219769;101264497
ENSG00000134765;DSC1;"desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]";Protein Coding;18;31129236;31162856
ENSG00000134755;DSC2;"desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]";Protein Coding;18;31058840;31102415
ENSG00000115616;SLC9A2;"solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]";Protein Coding;2;102619707;102711318
ENSG00000134762;DSC3;"desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]";Protein Coding;18;30990008;31042815
ENSG00000171587;DSCAM;"DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]";Protein Coding;21;40010999;40847139
ENSG00000235123;DSCAM-AS1;"DSCAM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40197]";Antisense;21;40383083;40385358
ENSG00000233756;DSCAM-IT1;"DSCAM intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41327]";Sense Intronic;21;40615378;40630767
ENSG00000177103;DSCAML1;"DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]";Protein Coding;11;117427773;117817525
ENSG00000265888;DSCAS;"DSC1/DSC2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:51116]";Antisense;18;31101588;31162789
ENSG00000136982;DSCC1;"DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]";Protein Coding;8;119833976;119856010
ENSG00000157538;DSCR3;"DSCR3 arrestin fold containing [Source:HGNC Symbol;Acc:HGNC:3044]";Protein Coding;21;37223420;37267919
ENSG00000184029;DSCR4;"Down syndrome critical region 4 [Source:HGNC Symbol;Acc:HGNC:3045]";Protein Coding;21;37951425;38121360
ENSG00000223608;DSCR4-IT1;"DSCR4 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41328]";Sense Intronic;21;38006544;38010618
ENSG00000198054;DSCR8;"Down syndrome critical region 8 [Source:HGNC Symbol;Acc:HGNC:16707]";Protein Coding;21;38121451;38188016
ENSG00000230366;DSCR9;"Down syndrome critical region 9 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16301]";Linc R N A;21;37208503;37221736
ENSG00000233316;DSCR10;"Down syndrome critical region 10 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16302]";Sense Intronic;21;38206156;38208644
ENSG00000111817;DSE;"dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]";Protein Coding;6;116254173;116444860
ENSG00000171451;DSEL;"dermatan sulfate epimerase-like [Source:HGNC Symbol;Acc:HGNC:18144]";Protein Coding;18;67506582;67516980
ENSG00000134760;DSG1;"desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]";Protein Coding;18;31318089;31357029
ENSG00000266729;DSG1-AS1;"DSG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51115]";Antisense;18;31343368;31426988
ENSG00000046604;DSG2;"desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]";Protein Coding;18;31498043;31549008
ENSG00000264859;DSG2-AS1;"DSG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51311]";Antisense;18;31542146;31556911
ENSG00000134757;DSG3;"desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]";Protein Coding;18;31447795;31478702
ENSG00000175065;DSG4;"desmoglein 4 [Source:HGNC Symbol;Acc:HGNC:21307]";Protein Coding;18;31376777;31414912
ENSG00000149636;DSN1;"DSN1 homolog, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16165]";Protein Coding;20;36751791;36773818
ENSG00000096696;DSP;"desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]";Protein Coding;6;7541575;7586717
ENSG00000152591;DSPP;"dentin sialophosphoprotein [Source:HGNC Symbol;Acc:HGNC:3054]";Protein Coding;4;87608529;87616910
ENSG00000151914;DST;"dystonin [Source:HGNC Symbol;Acc:HGNC:1090]";Protein Coding;6;56457987;56954628
ENSG00000125868;DSTN;"destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]";Protein Coding;20;17569863;17609919
ENSG00000230982;DSTNP1;"destrin, actin depolymerizing factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23769]";Processed Pseudogene;21;46653558;46654022
ENSG00000248593;DSTNP2;"destrin, actin depolymerizing factor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:34546]";Transcribed Unprocessed Pseudogene;12;6884682;6885786
ENSG00000215034;DSTNP4;"destrin, actin depolymerizing factor pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44548]";Processed Pseudogene;3;39214199;39214672
ENSG00000236681;DSTNP5;"destrin, actin depolymerizing factor pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44549]";Processed Pseudogene;2;204306842;204307364
ENSG00000133059;DSTYK;"dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]";Protein Coding;1;205142505;205211566
ENSG00000125821;DTD1;"D-tyrosyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]";Protein Coding;20;18567453;18763917
ENSG00000129480;DTD2;"D-tyrosyl-tRNA deacylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:20277]";Protein Coding;14;31446036;31457510
ENSG00000197057;DTHD1;"death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261]";Protein Coding;4;36281622;36345756
ENSG00000143476;DTL;"denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]";Protein Coding;1;212035553;212107400
ENSG00000134769;DTNA;"dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]";Protein Coding;18;34493290;34891844
ENSG00000138101;DTNB;"dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]";Protein Coding;2;25377198;25673647
ENSG00000047579;DTNBP1;"dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]";Protein Coding;6;15522801;15663058
ENSG00000104047;DTWD1;"DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]";Protein Coding;15;49620980;49656232
ENSG00000169570;DTWD2;"DTW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19334]";Protein Coding;5;118837322;118988545
ENSG00000135144;DTX1;"deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:3060]";Protein Coding;12;113056709;113098028
ENSG00000091073;DTX2;"deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]";Protein Coding;7;76461676;76505995
ENSG00000186704;DTX2P1;"DTX2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42352]";Transcribed Unprocessed Pseudogene;7;76978617;77004308
ENSG00000265479;DTX2P1-UPK3BP1-PMS2P11;"DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene [Source:HGNC Symbol;Acc:HGNC:42360]";Processed Transcript;7;76959835;77043775
ENSG00000178498;DTX3;"deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]";Protein Coding;12;57604622;57609804
ENSG00000163840;DTX3L;"deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]";Protein Coding;3;122564238;122575203
ENSG00000110042;DTX4;"deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]";Protein Coding;11;59171430;59208587
ENSG00000168393;DTYMK;"deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]";Protein Coding;2;241675742;241686991
ENSG00000243701;DUBR;"DPPA2 upstream binding RNA [Source:HGNC Symbol;Acc:HGNC:48569]";Linc R N A;3;107240692;107326964
ENSG00000137857;DUOX1;"dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062]";Protein Coding;15;45129933;45165576
ENSG00000140279;DUOX2;"dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]";Protein Coding;15;45092650;45114344
ENSG00000140254;DUOXA1;"dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]";Protein Coding;15;45117367;45129938
ENSG00000140274;DUOXA2;"dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]";Protein Coding;15;45114321;45118421
ENSG00000188716;DUPD1;"dual specificity phosphatase and pro isomerase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23481]";Protein Coding;10;75037836;75058514
ENSG00000169718;DUS1L;"dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]";Protein Coding;17;82057506;82065887
ENSG00000167264;DUS2;"dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]";Protein Coding;16;67987746;68079320
ENSG00000141994;DUS3L;"dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]";Protein Coding;19;5784832;5791238
ENSG00000105865;DUS4L;"dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]";Protein Coding;7;107563484;107578464
ENSG00000120129;DUSP1;"dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]";Protein Coding;5;172768090;172771195
ENSG00000158050;DUSP2;"dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]";Protein Coding;2;96143166;96145440
ENSG00000108861;DUSP3;"dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069]";Protein Coding;17;43766121;43778988
ENSG00000120875;DUSP4;"dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]";Protein Coding;8;29333064;29350668
ENSG00000138166;DUSP5;"dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]";Protein Coding;10;110497838;110511544
ENSG00000183929;DUSP5P1;"dual specificity phosphatase 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32020]";Processed Pseudogene;1;228650241;228651379
ENSG00000235338;DUSP5P2;"dual specificity phosphatase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44482]";Processed Pseudogene;3;9600748;9602728
ENSG00000139318;DUSP6;"dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]";Protein Coding;12;89347232;89353271
ENSG00000164086;DUSP7;"dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]";Protein Coding;3;52048919;52056550
ENSG00000184545;DUSP8;"dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]";Protein Coding;11;1554044;1571920
ENSG00000215097;DUSP8P3;"dual specificity phosphatase 8 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3077]";Processed Pseudogene;10;46774421;46776180
ENSG00000215065;DUSP8P4;"dual specificity phosphatase 8 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45002]";Processed Pseudogene;10;47564256;47566016
ENSG00000235316;DUSP8P5;"dual specificity phosphatase 8 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:45003]";Processed Pseudogene;10;73731824;73733638
ENSG00000130829;DUSP9;"dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]";Protein Coding;X;153642492;153651326
ENSG00000143507;DUSP10;"dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]";Protein Coding;1;221701424;221742176
ENSG00000144048;DUSP11;"dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]";Protein Coding;2;73762184;73780157
ENSG00000081721;DUSP12;"dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]";Protein Coding;1;161749758;161757238
ENSG00000277000;DUSP12P1;"dual specificity phosphatase 12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49059]";Unprocessed Pseudogene;3;100221268;100223858
ENSG00000079393;DUSP13;"dual specificity phosphatase 13 [Source:HGNC Symbol;Acc:HGNC:19681]";Protein Coding;10;75094432;75109221
ENSG00000276023;DUSP14;"dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]";Protein Coding;17;37489831;37513501
ENSG00000149599;DUSP15;"dual specificity phosphatase 15 [Source:HGNC Symbol;Acc:HGNC:16236]";Protein Coding;20;31847637;31870747
ENSG00000111266;DUSP16;"dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]";Protein Coding;12;12474210;12562383
ENSG00000167065;DUSP18;"dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:HGNC:18484]";Protein Coding;22;30652051;30667890
ENSG00000162999;DUSP19;"dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:HGNC:18894]";Protein Coding;2;183078559;183100005
ENSG00000189037;DUSP21;"dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476]";Protein Coding;X;44844004;44844888
ENSG00000112679;DUSP22;"dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077]";Protein Coding;6;291630;351355
ENSG00000158716;DUSP23;"dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]";Protein Coding;1;159780932;159782543
ENSG00000133878;DUSP26;"dual specificity phosphatase 26 (putative) [Source:HGNC Symbol;Acc:HGNC:28161]";Protein Coding;8;33591332;33600106
ENSG00000198842;DUSP27;"dual specificity phosphatase 27 (putative) [Source:HGNC Symbol;Acc:HGNC:25034]";Protein Coding;1;167094045;167129165
ENSG00000188542;DUSP28;"dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237]";Protein Coding;2;240560054;240564014
ENSG00000128951;DUT;"deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]";Protein Coding;15;48331011;48343373
ENSG00000229048;DUTP1;"deoxyuridine triphosphatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31956]";Processed Pseudogene;3;125310881;125311350
ENSG00000254388;DUTP2;"deoxyuridine triphosphatase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39515]";Processed Pseudogene;8;123352181;123352643
ENSG00000226857;DUTP3;"deoxyuridine triphosphatase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39516]";Transcribed Processed Pseudogene;7;147146342;147146756
ENSG00000229829;DUTP4;"deoxyuridine triphosphatase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39517]";Processed Pseudogene;X;149817170;149817644
ENSG00000216439;DUTP5;"deoxyuridine triphosphatase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39518]";Processed Pseudogene;6;85426657;85427125
ENSG00000225171;DUTP6;"deoxyuridine triphosphatase pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39519]";Processed Pseudogene;1;166868748;166869209
ENSG00000250473;DUTP7;"deoxyuridine triphosphatase pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39520]";Processed Pseudogene;4;51865050;51865535
ENSG00000214904;DUTP8;"deoxyuridine triphosphatase pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39521]";Processed Pseudogene;4;98048555;98049043
ENSG00000260596;DUX4;"double homeobox 4 [Source:HGNC Symbol;Acc:HGNC:50800]";Protein Coding;4;190173774;190185942
ENSG00000280757;DUX4L1;"double homeobox 4 like 1 [Source:HGNC Symbol;Acc:HGNC:3082]";Unprocessed Pseudogene;4;190084412;190085686
ENSG00000280457;DUX4L2;"double homeobox 4 like 2 [Source:HGNC Symbol;Acc:HGNC:37267]";Unprocessed Pseudogene;4;190091005;190092279
ENSG00000281627;DUX4L3;"double homeobox 4 like 3 [Source:HGNC Symbol;Acc:HGNC:38688]";Unprocessed Pseudogene;4;190087705;190088979
ENSG00000258834;DUX4L4;"double homeobox 4 like 4 [Source:HGNC Symbol;Acc:HGNC:38686]";Unprocessed Pseudogene;4;190081118;190082386
ENSG00000280799;DUX4L5;"double homeobox 4 like 5 [Source:HGNC Symbol;Acc:HGNC:38689]";Unprocessed Pseudogene;4;190077818;190079092
ENSG00000281058;DUX4L6;"double homeobox 4 like 6 [Source:HGNC Symbol;Acc:HGNC:37265]";Unprocessed Pseudogene;4;190074525;190075799
ENSG00000281652;DUX4L7;"double homeobox 4 like 7 [Source:HGNC Symbol;Acc:HGNC:37266]";Unprocessed Pseudogene;4;190071232;190072506
ENSG00000281720;DUX4L8;"double homeobox 4 like 8 [Source:HGNC Symbol;Acc:HGNC:38670]";Unprocessed Pseudogene;4;190067935;190069209
ENSG00000224807;DUX4L9;"double homeobox 4 like 9 [Source:HGNC Symbol;Acc:HGNC:33855]";Unprocessed Pseudogene;4;190021407;190022665
ENSG00000278664;DUX4L10;"double homeobox 4 like 10 [Source:HGNC Symbol;Acc:HGNC:31354]";Unprocessed Pseudogene;10;133743332;133744598
ENSG00000278761;DUX4L11;"double homeobox 4 like 11 [Source:HGNC Symbol;Acc:HGNC:38687]";Unprocessed Pseudogene;10;133746641;133747907
ENSG00000078401;EDN1;"endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]";Protein Coding;6;12290363;12297194
ENSG00000278790;DUX4L12;"double homeobox 4 like 12 [Source:HGNC Symbol;Acc:HGNC:38671]";Unprocessed Pseudogene;10;133749950;133751216
ENSG00000276046;DUX4L13;"double homeobox 4 like 13 [Source:HGNC Symbol;Acc:HGNC:38672]";Unprocessed Pseudogene;10;133753250;133754516
ENSG00000276904;DUX4L14;"double homeobox 4 like 14 [Source:HGNC Symbol;Acc:HGNC:38673]";Unprocessed Pseudogene;10;133756559;133757825
ENSG00000278641;DUX4L15;"double homeobox 4 like 15 [Source:HGNC Symbol;Acc:HGNC:38674]";Unprocessed Pseudogene;10;133759859;133761125
ENSG00000258567;DUX4L16;"double homeobox 4 like 16 [Source:HGNC Symbol;Acc:HGNC:37719]";Unprocessed Pseudogene;Y;11306918;11308181
ENSG00000259154;DUX4L17;"double homeobox 4 like 17 [Source:HGNC Symbol;Acc:HGNC:37717]";Unprocessed Pseudogene;Y;11314921;11316187
ENSG00000259029;DUX4L18;"double homeobox 4 like 18 [Source:HGNC Symbol;Acc:HGNC:37716]";Unprocessed Pseudogene;Y;11321557;11322823
ENSG00000258991;DUX4L19;"double homeobox 4 like 19 [Source:HGNC Symbol;Acc:HGNC:37718]";Unprocessed Pseudogene;Y;11332329;11333595
ENSG00000276164;DUX4L20;"double homeobox 4 like 20 [Source:HGNC Symbol;Acc:HGNC:50801]";Unprocessed Pseudogene;10;133683668;133684936
ENSG00000275610;DUX4L21;"double homeobox 4 like 21 [Source:HGNC Symbol;Acc:HGNC:50802]";Unprocessed Pseudogene;10;133680369;133681637
ENSG00000277274;DUX4L22;"double homeobox 4 like 22 [Source:HGNC Symbol;Acc:HGNC:50803]";Unprocessed Pseudogene;10;133677059;133678327
ENSG00000276964;DUX4L23;"double homeobox 4 like 23 [Source:HGNC Symbol;Acc:HGNC:50804]";Unprocessed Pseudogene;10;133673749;133675017
ENSG00000274599;DUX4L24;"double homeobox 4 like 24 [Source:HGNC Symbol;Acc:HGNC:50805]";Unprocessed Pseudogene;10;133670450;133671718
ENSG00000280337;DUX4L25;"double homeobox 4 like 25 [Source:HGNC Symbol;Acc:HGNC:50806]";Unprocessed Pseudogene;10;133667151;133668419
ENSG00000236138;DUX4L26;"double homeobox 4 like 26 [Source:HGNC Symbol;Acc:HGNC:50807]";Processed Pseudogene;3;75668931;75670185
ENSG00000258794;DUX4L27;"double homeobox 4 like 27 [Source:HGNC Symbol;Acc:HGNC:50808]";Processed Pseudogene;12;34208415;34209675
ENSG00000279626;DUX4L28;"double homeobox 4 like 28 [Source:HGNC Symbol;Acc:HGNC:51605]";Unprocessed Pseudogene;10;133664429;133665106
ENSG00000237635;DUX4L29;"double homeobox 4 like 29 [Source:HGNC Symbol;Acc:HGNC:51606]";Unprocessed Pseudogene;10;133740606;133741284
ENSG00000231411;DUX4L31;"double homeobox 4 like 31 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51770]";Unprocessed Pseudogene;Y;10171590;10172725
ENSG00000283069;DUX4L32;"double homeobox 4 like 32 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51771]";Unprocessed Pseudogene;20;29318824;29319579
ENSG00000282894;DUX4L33;"double homeobox 4 like 33 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51789]";Unprocessed Pseudogene;20;29324092;29325049
ENSG00000282935;DUX4L34;"double homeobox 4 like 34 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51772]";Unprocessed Pseudogene;20;29410348;29411600
ENSG00000282911;DUX4L35;"double homeobox 4 like 35 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51773]";Unprocessed Pseudogene;20;29448517;29449306
ENSG00000283020;DUX4L37;"double homeobox 4 like 37 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51775]";Unprocessed Pseudogene;20;29878636;29879363
ENSG00000261440;DUX4L45;"double homeobox 4 like 45 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51783]";Processed Pseudogene;16;34135736;34136792
ENSG00000259987;DUX4L46;"double homeobox 4 like 46 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51784]";Processed Pseudogene;16;34141256;34142006
ENSG00000260207;DUX4L47;"double homeobox 4 like 47 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51785]";Processed Pseudogene;16;34142456;34142849
ENSG00000232815;DUX4L50;"double homeobox 4 like 50 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51788]";Unprocessed Pseudogene;9;63817748;63818462
ENSG00000250482;DUX4L51;"double homeobox 4 like 51 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51810]";Processed Pseudogene;5;31249879;31250987
ENSG00000258336;DUX4L52;"double homeobox 4 like 52 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51811]";Processed Pseudogene;12;61600067;61600843
ENSG00000259056;DUXAP1;"double homeobox A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32180]";Transcribed Unprocessed Pseudogene;2;84750769;84751231
ENSG00000254063;DUXAP2;"double homeobox A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32181]";Unprocessed Pseudogene;8;101366417;101367005
ENSG00000270552;DUXAP3;"double homeobox A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:32182]";Unprocessed Pseudogene;10;42747544;42748687
